timestamp,tower_id,latency_ms,packet_drop_rate,total_bandwidth_mbps,is_anomaly_ground_truth
2023-10-01 00:00:00,T1000,54.9359957478541,0.493841073822821,296.71241212652996,0
2023-10-01 01:00:00,T1000,49.15719947009491,0.6487540592175522,275.18035549554276,0
2023-10-01 02:00:00,T1000,59.47324641240941,0.8324382024563266,220.84536055031597,0
2023-10-01 03:00:00,T1000,67.1743099953301,0.7964057386284693,197.61235305990652,0
2023-10-01 04:00:00,T1000,74.13406942395751,0.9141507178596426,178.00374245256313,0
2023-10-01 05:00:00,T1000,63.17747646727181,0.9082546154806007,159.51656496889294,0
2023-10-01 06:00:00,T1000,68.6230837733797,1.1171919953080838,155.06633658915678,0
2023-10-01 07:00:00,T1000,72.96766354391856,0.911066067740628,161.721497785565,0
2023-10-01 08:00:00,T1000,61.79015386506383,0.8853605847796402,190.12319470434667,0
2023-10-01 09:00:00,T1000,68.18445735064769,0.8192034024726687,191.52646772890134,0
2023-10-01 10:00:00,T1000,55.49612961116901,0.7226839255887151,206.68330561852045,0
2023-10-01 11:00:00,T1000,57.051232909864495,0.6497299108266692,252.98741389026242,0
2023-10-01 12:00:00,T1000,42.25896231422128,0.3521272153589368,292.7016119311683,0
2023-10-01 13:00:00,T1000,47.75291055934865,0.422494895067933,325.49509770180447,0
2023-10-01 14:00:00,T1000,40.624792637054824,0.4329224520041547,370.3078610970708,0
2023-10-01 15:00:00,T1000,38.12957701547387,0.2994536272360646,398.3657334246121,0
2023-10-01 16:00:00,T1000,35.12394238502962,0.06564334949558141,436.6617686236204,0
2023-10-01 17:00:00,T1000,24.099786469931423,0.2524666729227274,445.728846043423,0
2023-10-01 18:00:00,T1000,23.858723945216305,0.20101840377577718,439.0250174932313,0
2023-10-01 19:00:00,T1000,24.700327765408122,0.09846357058313457,457.0043452630621,0
2023-10-01 20:00:00,T1000,27.544894368821907,0.18176562482016678,418.9541933124374,0
2023-10-01 21:00:00,T1000,38.435283590554945,0.31538729019404305,414.6831742283778,0
2023-10-01 22:00:00,T1000,32.1119465246632,0.4072842688220443,381.1897592146756,0
2023-10-01 23:00:00,T1000,42.78077689890488,0.46215893710134615,343.5525706694038,0
2023-10-02 00:00:00,T1000,50.48035534536984,0.4888231951512751,316.64721234231604,0
2023-10-02 01:00:00,T1000,60.90849526868334,0.6221190753191697,278.849347706681,0
2023-10-02 02:00:00,T1000,60.44134704765026,0.8455125819546815,226.56273513349663,0
2023-10-02 03:00:00,T1000,67.2793839919772,0.803670336294142,196.08254856699494,0
2023-10-02 04:00:00,T1000,64.12313240751897,0.9216753208452204,164.5383155723219,0
2023-10-02 05:00:00,T1000,64.37540785766824,1.0001700131180091,160.92193837231474,0
2023-10-02 06:00:00,T1000,71.37255768309652,0.7883985961427493,147.2690875909584,0
2023-10-02 07:00:00,T1000,62.12352921912963,0.96564423879689,149.4600217987962,0
2023-10-02 08:00:00,T1000,61.80835928913604,0.7705821822092684,165.11346518163236,0
2023-10-02 09:00:00,T1000,68.91447045675149,0.668801439800822,185.3889257600857,0
2023-10-02 10:00:00,T1000,61.54334715094745,0.764621832387046,224.96953978718585,0
2023-10-02 11:00:00,T1000,56.40192188417134,0.6231894283060395,270.70927163921397,0
2023-10-02 12:00:00,T1000,54.62492084001345,0.4214172126182709,306.63347773854,0
2023-10-02 13:00:00,T1000,42.99587144490483,0.3697126966698208,327.73215679511117,0
2023-10-02 14:00:00,T1000,36.05393115695039,0.3319208886667811,374.70923489732706,0
2023-10-02 15:00:00,T1000,39.63447567917332,0.05196179650010352,400.5055962153513,0
2023-10-02 16:00:00,T1000,29.954846926184906,0.13182355694948697,433.31627086902813,0
2023-10-02 17:00:00,T1000,34.68709084227337,0.10236339847879714,445.46077208408104,0
2023-10-02 18:00:00,T1000,37.890965448262854,0.15198902336938513,462.89198299295686,0
2023-10-02 19:00:00,T1000,29.445753751537197,0.20936431744323303,430.5670618922623,0
